room_type,neighbourhood_group,minimum_nights,amenities_count,latitude,longitude,calculated_host_listings_count,availability_365,reviews_log,nights_log,predicted_price
home/apt,Bronx,12,16,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,17,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,18,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,19,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,20,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,21,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,22,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,23,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,24,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,25,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,26,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,27,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,28,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,29,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,12,30,40.72208,-73.95471,1,36,1.791759469,2.564949357,371.75284
home/apt,Bronx,13,0,40.72208,-73.95471,1,36,1.791759469,2.63905733,115.1784
home/apt,Bronx,13,1,40.72208,-73.95471,1,36,1.791759469,2.63905733,115.1784
home/apt,Bronx,13,2,40.72208,-73.95471,1,36,1.791759469,2.63905733,123.41595
home/apt,Bronx,13,3,40.72208,-73.95471,1,36,1.791759469,2.63905733,153.451
home/apt,Bronx,13,4,40.72208,-73.95471,1,36,1.791759469,2.63905733,196.21605
home/apt,Bronx,13,5,40.72208,-73.95471,1,36,1.791759469,2.63905733,193.92557
home/apt,Bronx,13,6,40.72208,-73.95471,1,36,1.791759469,2.63905733,368.00317
home/apt,Bronx,13,7,40.72208,-73.95471,1,36,1.791759469,2.63905733,377.61346
home/apt,Bronx,13,8,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,9,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,10,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,11,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,12,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,13,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,14,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,15,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,16,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,17,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,18,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,19,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,20,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,21,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,22,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,23,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,24,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,25,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,26,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,27,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,28,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,29,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,13,30,40.72208,-73.95471,1,36,1.791759469,2.63905733,376.48013
home/apt,Bronx,14,0,40.72208,-73.95471,1,36,1.791759469,2.708050201,114.630974
home/apt,Bronx,14,1,40.72208,-73.95471,1,36,1.791759469,2.708050201,114.630974
home/apt,Bronx,14,2,40.72208,-73.95471,1,36,1.791759469,2.708050201,123.49903
home/apt,Bronx,14,3,40.72208,-73.95471,1,36,1.791759469,2.708050201,153.71252
home/apt,Bronx,14,4,40.72208,-73.95471,1,36,1.791759469,2.708050201,197.25133
home/apt,Bronx,14,5,40.72208,-73.95471,1,36,1.791759469,2.708050201,194.94844
home/apt,Bronx,14,6,40.72208,-73.95471,1,36,1.791759469,2.708050201,369.93985
home/apt,Bronx,14,7,40.72208,-73.95471,1,36,1.791759469,2.708050201,377.9384
home/apt,Bronx,14,8,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,9,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,10,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,11,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,12,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,13,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,14,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,15,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,16,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,17,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,18,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,19,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,20,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,21,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,22,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,23,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,24,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,25,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,26,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,27,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,28,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,29,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,14,30,40.72208,-73.95471,1,36,1.791759469,2.708050201,376.51486
home/apt,Bronx,15,0,40.72208,-73.95471,1,36,1.791759469,2.772588722,114.78883
home/apt,Bronx,15,1,40.72208,-73.95471,1,36,1.791759469,2.772588722,114.78883
home/apt,Bronx,15,2,40.72208,-73.95471,1,36,1.791759469,2.772588722,124.24206
home/apt,Bronx,15,3,40.72208,-73.95471,1,36,1.791759469,2.772588722,156.48315
home/apt,Bronx,15,4,40.72208,-73.95471,1,36,1.791759469,2.772588722,202.67886
home/apt,Bronx,15,5,40.72208,-73.95471,1,36,1.791759469,2.772588722,200.31313
home/apt,Bronx,15,6,40.72208,-73.95471,1,36,1.791759469,2.772588722,354.75824
home/apt,Bronx,15,7,40.72208,-73.95471,1,36,1.791759469,2.772588722,362.78482
home/apt,Bronx,15,8,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,9,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,10,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,11,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,12,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,13,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,14,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,15,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,16,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,17,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,18,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,19,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,20,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,21,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,22,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,23,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,24,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,25,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,26,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,27,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,28,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,29,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,15,30,40.72208,-73.95471,1,36,1.791759469,2.772588722,360.62073
home/apt,Bronx,16,0,40.72208,-73.95471,1,36,1.791759469,2.833213344,117.1473
home/apt,Bronx,16,1,40.72208,-73.95471,1,36,1.791759469,2.833213344,117.1473
home/apt,Bronx,16,2,40.72208,-73.95471,1,36,1.791759469,2.833213344,127.31827
home/apt,Bronx,16,3,40.72208,-73.95471,1,36,1.791759469,2.833213344,160.31912
home/apt,Bronx,16,4,40.72208,-73.95471,1,36,1.791759469,2.833213344,208.46962
home/apt,Bronx,16,5,40.72208,-73.95471,1,36,1.791759469,2.833213344,205.91031
home/apt,Bronx,16,6,40.72208,-73.95471,1,36,1.791759469,2.833213344,369.07965
home/apt,Bronx,16,7,40.72208,-73.95471,1,36,1.791759469,2.833213344,377.42935
home/apt,Bronx,16,8,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,9,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,10,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,11,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,12,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,13,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,14,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,15,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,16,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,17,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,18,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,19,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,20,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,21,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,22,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,23,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,24,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,25,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,26,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,27,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,28,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,29,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,16,30,40.72208,-73.95471,1,36,1.791759469,2.833213344,375.17776
home/apt,Bronx,17,0,40.72208,-73.95471,1,36,1.791759469,2.890371758,117.81984
home/apt,Bronx,17,1,40.72208,-73.95471,1,36,1.791759469,2.890371758,117.81984
home/apt,Bronx,17,2,40.72208,-73.95471,1,36,1.791759469,2.890371758,128.0487
home/apt,Bronx,17,3,40.72208,-73.95471,1,36,1.791759469,2.890371758,161.23741
home/apt,Bronx,17,4,40.72208,-73.95471,1,36,1.791759469,2.890371758,209.66202
home/apt,Bronx,17,5,40.72208,-73.95471,1,36,1.791759469,2.890371758,207.1562
home/apt,Bronx,17,6,40.72208,-73.95471,1,36,1.791759469,2.890371758,371.30804
home/apt,Bronx,17,7,40.72208,-73.95471,1,36,1.791759469,2.890371758,379.70804
home/apt,Bronx,17,8,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,9,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,10,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,11,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,12,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,13,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,14,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,15,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,16,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,17,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,18,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,19,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,20,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,21,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,22,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,23,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,24,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,25,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,26,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,27,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,28,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,29,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,17,30,40.72208,-73.95471,1,36,1.791759469,2.890371758,377.4429
home/apt,Bronx,18,0,40.72208,-73.95471,1,36,1.791759469,2.944438979,117.81984
home/apt,Bronx,18,1,40.72208,-73.95471,1,36,1.791759469,2.944438979,117.81984
home/apt,Bronx,18,2,40.72208,-73.95471,1,36,1.791759469,2.944438979,128.0487
home/apt,Bronx,18,3,40.72208,-73.95471,1,36,1.791759469,2.944438979,161.23741
home/apt,Bronx,18,4,40.72208,-73.95471,1,36,1.791759469,2.944438979,209.66202
home/apt,Bronx,18,5,40.72208,-73.95471,1,36,1.791759469,2.944438979,207.1562
home/apt,Bronx,18,6,40.72208,-73.95471,1,36,1.791759469,2.944438979,371.30804
home/apt,Bronx,18,7,40.72208,-73.95471,1,36,1.791759469,2.944438979,379.70804
home/apt,Bronx,18,8,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,9,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,10,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,11,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,12,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,13,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,14,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,15,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,16,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,17,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,18,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,19,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,20,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,21,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,22,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,23,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,24,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,25,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,26,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,27,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,28,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,29,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,18,30,40.72208,-73.95471,1,36,1.791759469,2.944438979,377.4429
home/apt,Bronx,19,0,40.72208,-73.95471,1,36,1.791759469,2.995732274,118.25509
home/apt,Bronx,19,1,40.72208,-73.95471,1,36,1.791759469,2.995732274,118.25509
home/apt,Bronx,19,2,40.72208,-73.95471,1,36,1.791759469,2.995732274,127.79912
home/apt,Bronx,19,3,40.72208,-73.95471,1,36,1.791759469,2.995732274,160.9261
home/apt,Bronx,19,4,40.72208,-73.95471,1,36,1.791759469,2.995732274,209.25778
home/apt,Bronx,19,5,40.72208,-73.95471,1,36,1.791759469,2.995732274,206.75679
home/apt,Bronx,19,6,40.72208,-73.95471,1,36,1.791759469,2.995732274,370.59366
home/apt,Bronx,19,7,40.72208,-73.95471,1,36,1.791759469,2.995732274,378.97754
home/apt,Bronx,19,8,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,9,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,10,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,11,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,12,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,13,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,14,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,15,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,16,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,17,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,18,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,19,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,20,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,21,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,22,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,23,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,24,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,25,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,26,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,27,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,28,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,29,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,19,30,40.72208,-73.95471,1,36,1.791759469,2.995732274,376.7167
home/apt,Bronx,20,0,40.72208,-73.95471,1,36,1.791759469,3.044522438,118.25509
home/apt,Bronx,20,1,40.72208,-73.95471,1,36,1.791759469,3.044522438,118.25509
home/apt,Bronx,20,2,40.72208,-73.95471,1,36,1.791759469,3.044522438,127.79912
home/apt,Bronx,20,3,40.72208,-73.95471,1,36,1.791759469,3.044522438,160.9261
home/apt,Bronx,20,4,40.72208,-73.95471,1,36,1.791759469,3.044522438,209.25778
home/apt,Bronx,20,5,40.72208,-73.95471,1,36,1.791759469,3.044522438,206.75679
home/apt,Bronx,20,6,40.72208,-73.95471,1,36,1.791759469,3.044522438,370.59366
home/apt,Bronx,20,7,40.72208,-73.95471,1,36,1.791759469,3.044522438,378.97754
home/apt,Bronx,20,8,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,9,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,10,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,11,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,12,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,13,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,14,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,15,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,16,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,17,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,18,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,19,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,20,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,21,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,22,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,23,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,24,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,25,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,26,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,27,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,28,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,29,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,20,30,40.72208,-73.95471,1,36,1.791759469,3.044522438,376.7167
home/apt,Bronx,21,0,40.72208,-73.95471,1,36,1.791759469,3.091042453,119.70019
home/apt,Bronx,21,1,40.72208,-73.95471,1,36,1.791759469,3.091042453,119.70019
home/apt,Bronx,21,2,40.72208,-73.95471,1,36,1.791759469,3.091042453,129.404
home/apt,Bronx,21,3,40.72208,-73.95471,1,36,1.791759469,3.091042453,161.44225
home/apt,Bronx,21,4,40.72208,-73.95471,1,36,1.791759469,3.091042453,209.92798
home/apt,Bronx,21,5,40.72208,-73.95471,1,36,1.791759469,3.091042453,207.419
home/apt,Bronx,21,6,40.72208,-73.95471,1,36,1.791759469,3.091042453,371.7781
home/apt,Bronx,21,7,40.72208,-73.95471,1,36,1.791759469,3.091042453,380.1887
home/apt,Bronx,21,8,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,9,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,10,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,11,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,12,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,13,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,14,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,15,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,16,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,17,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,18,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,19,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,20,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,21,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,22,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,23,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,24,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,25,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,26,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,27,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,28,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,29,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,21,30,40.72208,-73.95471,1,36,1.791759469,3.091042453,377.9207
home/apt,Bronx,22,0,40.72208,-73.95471,1,36,1.791759469,3.135494216,120.017555
home/apt,Bronx,22,1,40.72208,-73.95471,1,36,1.791759469,3.135494216,120.017555
home/apt,Bronx,22,2,40.72208,-73.95471,1,36,1.791759469,3.135494216,129.13951
home/apt,Bronx,22,3,40.72208,-73.95471,1,36,1.791759469,3.135494216,160.78587
home/apt,Bronx,22,4,40.72208,-73.95471,1,36,1.791759469,3.135494216,210.9112
home/apt,Bronx,22,5,40.72208,-73.95471,1,36,1.791759469,3.135494216,208.39073
home/apt,Bronx,22,6,40.72208,-73.95471,1,36,1.791759469,3.135494216,370.2842
home/apt,Bronx,22,7,40.72208,-73.95471,1,36,1.791759469,3.135494216,378.66113
